cohort,coin,observations,coverage_pct,first_observation_utc,last_observation_utc,hours_stale_at_cutoff,positive_hours_pct,negative_hours_pct,simple_cumulative_funding_1x_pct,constant_2x_funding_pct_of_starting_equity,annualized_arithmetic_mean_1x_pct
core_crypto,ZETA,2160,100.0000000000,2026-04-03T11:00:00+00:00,2026-07-02T10:00:00+00:00,0.0000000000,73.5185185185,26.4814814815,-6.4487310900,-12.8974621800,-26.1531871983
core_crypto,ZK,2160,100.0000000000,2026-04-03T11:00:00+00:00,2026-07-02T10:00:00+00:00,0.0000000000,82.9629629630,17.0370370370,0.5198446300,1.0396892600,2.1082587772
core_crypto,ZORA,2160,100.0000000000,2026-04-03T11:00:00+00:00,2026-07-02T10:00:00+00:00,0.0000000000,70.8796296296,29.1203703704,-4.6700835700,-9.3401671400,-18.9397833672
core_crypto,ZRO,2160,100.0000000000,2026-04-03T11:00:00+00:00,2026-07-02T10:00:00+00:00,0.0000000000,96.9444444444,3.0555555556,3.8649730800,7.7299461600,15.6746130467
core_crypto,kBONK,2160,100.0000000000,2026-04-03T11:00:00+00:00,2026-07-02T10:00:00+00:00,0.0000000000,86.8055555556,13.1944444444,1.7408002900,3.4816005800,7.0599122872
core_crypto,kFLOKI,2160,100.0000000000,2026-04-03T11:00:00+00:00,2026-07-02T10:00:00+00:00,0.0000000000,72.0833333333,27.9166666667,0.5027768900,1.0055537800,2.0390396094
core_crypto,kLUNC,2160,100.0000000000,2026-04-03T11:00:00+00:00,2026-07-02T10:00:00+00:00,0.0000000000,35.0000000000,65.0000000000,-6.8022372600,-13.6044745200,-27.5868511100
core_crypto,kNEIRO,2160,100.0000000000,2026-04-03T11:00:00+00:00,2026-07-02T10:00:00+00:00,0.0000000000,39.8148148148,60.1851851852,-5.1918441900,-10.3836883800,-21.0558125483
core_crypto,kPEPE,2160,100.0000000000,2026-04-03T11:00:00+00:00,2026-07-02T10:00:00+00:00,0.0000000000,86.0648148148,13.9351851852,1.8358114800,3.6716229600,7.4452354467
core_crypto,kSHIB,2160,100.0000000000,2026-04-03T11:00:00+00:00,2026-07-02T10:00:00+00:00,0.0000000000,60.3240740741,39.6759259259,-0.6557720400,-1.3115440800,-2.6595199400
hip3_xyz,xyz:AAPL,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,68.1018518519,31.8981481481,-0.0791306200,-0.1582612400,-0.3209186256
hip3_xyz,xyz:AMD,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,81.6203703704,18.3796296296,2.3623278500,4.7246557000,9.5805518361
hip3_xyz,xyz:AMZN,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,90.1851851852,9.8148148148,2.5768547400,5.1537094800,10.4505775567
hip3_xyz,xyz:BABA,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,87.2685185185,12.7314814815,2.8448710900,5.6897421800,11.5375327539
hip3_xyz,xyz:BRENTOIL,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,65.7407407407,34.2592592593,-6.2792330500,-12.5584661000,-25.4657784806
hip3_xyz,xyz:CL,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,58.0092592593,41.9907407407,-10.5000670800,-21.0001341600,-42.5836053800
hip3_xyz,xyz:COIN,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,82.9166666667,17.0833333333,1.2928458000,2.5856916000,5.2432079667
hip3_xyz,xyz:COPPER,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,88.1481481481,11.8518518519,3.1137922300,6.2275844600,12.6281573772
hip3_xyz,xyz:COST,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,67.4537037037,32.5462962963,4.4106939000,8.8213878000,17.8878141500
hip3_xyz,xyz:CRCL,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,86.6203703704,13.3796296296,2.9775373000,5.9550746000,12.0755679389
hip3_xyz,xyz:CRWV,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,82.8240740741,17.1759259259,5.4265137500,10.8530275000,22.0075279861
hip3_xyz,xyz:DKNG,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,62.3148148148,37.6851851852,2.5439423200,5.0878846400,10.3170994089
hip3_xyz,xyz:EUR,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,53.0092592593,3.8888888889,0.6483496800,1.2966993600,2.6294181467
hip3_xyz,xyz:EWJ,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,65.4629629630,34.5370370370,-1.3210664600,-2.6421329200,-5.3576584211
hip3_xyz,xyz:EWY,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,71.8981481481,28.1018518519,0.6286754400,1.2573508800,2.5496281733
hip3_xyz,xyz:GOLD,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,93.1481481481,6.8518518519,1.7140751600,3.4281503200,6.9515270378
hip3_xyz,xyz:GOOGL,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,89.2592592593,10.7407407407,2.4306286800,4.8612573600,9.8575496467
hip3_xyz,xyz:HIMS,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,78.9814814815,21.0185185185,9.6797929600,19.3595859200,39.2569381156
hip3_xyz,xyz:HOOD,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,88.8425925926,11.1574074074,2.8024296200,5.6048592400,11.3654090144
hip3_xyz,xyz:HYUNDAI,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,59.5370370370,40.4629629630,12.4036134600,24.8072269200,50.3035434767
hip3_xyz,xyz:INTC,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,85.5555555556,14.4444444444,2.6894024100,5.3788048200,10.9070208850
hip3_xyz,xyz:JP225,2031,94.0277777778,2026-04-09T01:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,65.9281142294,34.0718857706,1.0867053800,2.1734107600,4.6871192165
hip3_xyz,xyz:JPY,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,3.2407407407,56.7129629630,-1.3664064200,-2.7328128400,-5.5415371478
hip3_xyz,xyz:KR200,2030,93.9814814815,2026-04-09T02:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,50.4926108374,49.5073891626,-4.1945910100,-8.3891820200,-18.1007966737
hip3_xyz,xyz:LLY,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,78.5648148148,21.4351851852,6.2079980700,12.4159961400,25.1768810617
hip3_xyz,xyz:META,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,89.5833333333,10.4166666667,2.4210070500,4.8420141000,9.8185285917
hip3_xyz,xyz:MSFT,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,90.6018518519,9.3981481481,2.5048059800,5.0096119600,10.1583798078
hip3_xyz,xyz:MSTR,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,70.0462962963,29.9537037037,0.7325753700,1.4651507400,2.9710001117
hip3_xyz,xyz:MU,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,88.1018518519,11.8981481481,4.0052642800,8.0105285600,16.2435718022
hip3_xyz,xyz:NATGAS,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,84.1203703704,15.8796296296,14.3558377900,28.7116755800,58.2208977039
hip3_xyz,xyz:NFLX,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,85.3240740741,14.6759259259,1.5962489400,3.1924978800,6.4736762567
hip3_xyz,xyz:NVDA,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,90.4166666667,9.5833333333,2.8634477300,5.7268954600,11.6128713494
hip3_xyz,xyz:ORCL,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,86.0185185185,13.9814814815,2.8709384600,5.7418769200,11.6432504211
hip3_xyz,xyz:PALLADIUM,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,80.1851851852,19.8148148148,5.1716375900,10.3432751800,20.9738635594
hip3_xyz,xyz:PLATINUM,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,86.3888888889,13.6111111111,3.6780857900,7.3561715800,14.9166812594
hip3_xyz,xyz:PLTR,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,89.9074074074,10.0925925926,2.1515475100,4.3030950200,8.7257204572
hip3_xyz,xyz:RIVN,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,79.2592592593,20.7407407407,4.6908141700,9.3816283400,19.0238574672
hip3_xyz,xyz:SILVER,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,90.4629629630,9.5370370370,1.8789037100,3.7578074200,7.6199983794
hip3_xyz,xyz:SKHX,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,69.7685185185,30.2314814815,13.9920452100,27.9840904200,56.7455166850
hip3_xyz,xyz:SMSN,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,64.4444444444,35.5555555556,12.7268123000,25.4536246000,51.6142943278
hip3_xyz,xyz:SNDK,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,70.1851851852,29.8148148148,0.9205375200,1.8410750400,3.7332910533
hip3_xyz,xyz:SP500,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,52.2685185185,47.7314814815,-0.4931073900,-0.9862147800,-1.9998244150
hip3_xyz,xyz:TSLA,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,75.6018518519,24.3981481481,0.8729296100,1.7458592200,3.5402145294
hip3_xyz,xyz:TSM,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,73.1018518519,26.8981481481,0.5559501600,1.1119003200,2.2546867600
hip3_xyz,xyz:URNM,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,64.9537037037,35.0462962963,5.6481500100,11.2963000200,22.9063861517
hip3_xyz,xyz:USAR,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,75.5092592593,24.4907407407,2.8744986300,5.7489972600,11.6576888883
hip3_xyz,xyz:XYZ100,2160,100.0000000000,2026-04-03T16:00:00+00:00,2026-07-02T15:00:00+00:00,0.0000000000,75.7407407407,24.2592592593,0.6357179000,1.2714358000,2.5781892611
